text,aspect,sentiment_label,language
$T$ O HULANYETSOA KHOTLA O BATLOA MILLION TSE PELI TSA MALOTI,MOSALI,-1,sesotho
MOSALI O HULANYETSOA $T$ O BATLOA MILLION TSE PELI TSA MALOTI,KHOTLA,0,sesotho
$T$ O BILIKA KA SETHUTHUTHU,TONAKHOLO,1,sesotho
TONAKHOLO O BILIKA KA $T$,SETHUTHUTHU,0,sesotho
$T$ O SITOA HO IPHAPANYETSA LERATO LEO A LE RATANG SECHABA,TONAKHOLO,1,sesotho
TONAKHOLO O SITOA HO IPHAPANYETSA LERATO LEO A LE RATANG $T$,SECHABA,0,sesotho
$T$ O NTSE A JABA-JABA MOKETENG,TONAKHOLO,1,sesotho
TOANAKHOLO O NTSE A JABA-JABA $T$,MOKETENG,1,sesotho
$T$ O TŠOAETSA MORALI-AE MAFU A LIKOBO,MONNA,-1,sesotho
MONNA O TŠOAETSA $T$ MAFU A LIKOBO,MORALI-AE,-1,sesotho
MONNA O TŠOAETSA MORALI-AE $T$,MAFU A LIKOBO,-1,sesotho
$T$ SE RE HO TŠEPA MOTHO KE HO POKOTHA NOHA,SEPOLESA,0,sesotho
SEPOLESA SE RE HO TŠEPA $T$ KE HO POKOTHA NOHA,MOTHO,-1,sesotho
SEPOLESA SE RE HO TŠEPA MOTHO KE HO POKOTHA $T$,NOHA,-1,sesotho
NTAELE $T$ KE MOFO OA HAU THATO KE TLA PHETHA EA HAU,MORENA,1,sesotho
NTAELE MORENA KE $T$ OA HAU THATO KE TLA PHETHA EA HAU,MOFO,1,sesotho
BONA $T$ EA BOLAILENG MOTHO MOTŠEARE TOROPONG,MONNA,-1,sesotho
BONA MONNA EA BOLAILENG $T$ MOTŠEARE TOROPONG,MOTHO,-1,sesotho
BONA MONNA EA BOLAILENG MOTHO MOTŠEARE $T$,TOROPONG,0,sesotho
$T$ E RE HA E BATLE HO FUMANTŠOA LITSIANE KA MPESA BA BATLA HO KHOLLA POSONG,METSOFE,-1,sesotho
METSOFE E RE HA E BATLE HO FUMANTŠOA $T$ KA MPESA BA BATLA HO KHOLLA POSONG,LITSIANE,0,sesotho
METSOFE E RE HA E BATLE HO FUMANTŠOA LITSIANE KA $T$ BA BATLA HO KHOLLA POSONG,MPESA,-1,sesotho
METSOFE E RE HA E BATLE HO FUMANTŠOA LITSIANE KA MPESA BA BATLA HO KHOLLA $T$,POSONG,1,sesotho
$T$ MORALI LE SETLOHOLO BA QHALILE KEMARO,NKHONO,-1,sesotho
NKHONO $T$ LE SETLOHOLO BA QHALILE KEMARO,MORALI,-1,sesotho
NKHONO MORALI LE $T$ BA QHALILE KEMARO,SETLOHOLO,-1,sesotho
$T$ LE LAELA HORE LEBENKELE LE FANTISOE,LEKHOTLA,0,sesotho
LEKHOTLA LE LAELA HORE $T$ LE FANTISOE,LEBENKELE,-1,sesotho
O TLOHELLA $T$ EO E LENG NYATSI EA HAE O BETA NGOANA,NKHONO,0,sesotho
O TLOHELLA NKHONO EO E LENG $T$ EA HAE O BETA NGOANA,NYATSI,-1,sesotho
O TLOHELLA NKHONO EO E LENG NYATSI EA HAE O BETA $T$,NGOANA,-1,sesotho
$T$ LI INYAKATSA KA BARUTUOA SEKOLONG SE PHAHAMENG,LITICHERE,-1,sesotho
LITICHERE LI INYAKATSA KA $T$ SEKOLONG SE PHAHAMENG,BARUTUOA,-1,sesotho
LITICHERE LI INYAKATSA KA BARUTUOA $T$,SEKOLONG SE PHAHAMENG,0,sesotho
$T$ LE AHLOTSE MONNA EO ESALENG A ROBALA LE MORALI'AE,LEKHOTLA,0,sesotho
LEKHOTLA LE AHLOTSE $T$ EO ESALENG A ROBALA LE MORALI'AE,MONNA,-1,sesotho
LEKHOTLA LE AHLOTSE MONNA EO ESALENG A ROBALA LE $T$,MORALI'AE,0,sesotho
$T$ ESALE A BETOA HO TLOHA SELEMO SE FETILENG,NGOANA,-1,sesotho
$T$ O BOLOKUOE LE MORA OA HAE MAOBANE,MOOKAMELI,-1,sesotho
MOOKAMELI O BOLOKUOE LE $T$ MAOBANE,MORA OA HAE,-1,sesotho
BA IPHOMOLETSE 'ME LE $T$ KHETLONG LENA MOLAO O SALLANE LE BABOLAI BA BONA,MORA,-1,sesotho
BA IPHOMOLETSE $T$ KHETLONG LENA MOLAO O SALLANE LE BABOLAI BA BONA,'ME' LE MORA,-1,sesotho
BA IPHOMOLETSE 'ME' LE MORA KHETLONG LENA $T$ O SALLANE LE BABOLAI BA BONA,MOLAO,0,sesotho
BA IPHOMOLETSE 'ME' LE MORA KHETLONG LENA MOLAO O SALLANE LE $T$ BA BONA,BABOLAI,-1,sesotho
$T$ O BOLAELOA MAPATLELONG A TOROPO,MONNA,-1,sesotho
MONNA O BOLAELOA MAPATLELONG A $T$,TOROPO,0,sesotho
O BETA $T$ KA NTLOANENG NGOANA O TSOILE A BELEHA EKA OA HLANYA,NGOANA,-1,sesotho
O BETA NGOANA KA $T$ NGOANA O TSOILE A BELEHA EKA OA HLANYA,NTLOANENG,0,sesotho
O BETA NGOANA KA NTLOANENG $T$ O TSOILE A BELEHA EKA OA HLANYA,NGOANA,-1,sesotho
$T$ O TŠOEROE A BETILE NGOANANA EA NANG LE BOKOOA,MONNA,-1,sesotho
MONNA O TŠOEROE A BETILE $T$ EA NANG LE BOKOOA,NGOANANA,-1,sesotho
$T$ E SEBETSANG E BOLAUOE,NESE EA MONNA,-1,sesotho
$T$ O QETA HO CHELLA KATLUNG,NGOANA,-1,sesotho
NGOANA O QETA HO CHELLA $T$,KATLUNG,0,sesotho
$T$ O LAELA BANA HO ROBALA LE MOKHALAJOE LEKHOTLA LE BA AHLOTSE LILEMO TSE MASHOME A MARARO TORONKONG,MOSALI,-1,sesotho
MOSALI O LAELA $T$ HO ROBALA LE MOKHALAJOE LEKHOTLA LE BA AHLOTSE LILEMO TSE MASHOME A MARARO TORONKO,BANA,-1,sesotho
MOSALI O LAELA BANA HO ROBALA LE $T$ LEKHOTLA LE BA AHLOTSE LILEMO TSE MASHOME A MARARO TORONKO,MOKHALAJOE,-1,sesotho
MOSALI O LAELA BANA HO ROBALA LE MOKHALAJOE $T$ LE BA AHLOTSE LILEMO TSE MASHOME A MARARO TORONKO,LEKHOTLA,0,sesotho
MOSALI O LAELA BANA HO ROBALA LE MOKHALAJOE LEKHOTLA LE BA AHLOTSE LILEMO TSE MASHOME A MARARO $T$,TORONKONG,0,sesotho
$T$ O BETA KHAREBE E NANG LE BOTHATA BA PUO,MONNA,-1,sesotho
MONNA O BETA $T$ E NANG LE BOTHATA BA PUO,KHAREBE,-1,sesotho
$T$ OA BOSIU O NTŠA BATHO MATLONG,MOKHOSI,-1,sesotho
MOKHOSI OA BOSIU O NTŠA $T$ MATLONG,BATHO,0,sesotho
$T$ O KOETETSE KE BO RASETHUNYA BOSIUNG BA KAJENO,MOOKAMELI,-1,sesotho
MOOKAMELI O KOETETSE KE BO $T$ BOSIUNG BA KAJENO,RASETHUNYA,-1,sesotho
$T$ E BONA MOQHOBI OA LEPHELE A HAKUOE SEFATENG,NTJA,0,sesotho
NTJA E BONA $T$ A HAKUOE SEFATENG,MOQHOBI OA LEPHELE,-1,sesotho
NTJA E BONA MOQHOBI OA LEPHELE A HAKUOE $T$,SEFATENG,0,sesotho
$T$ O FUMANOA A BOLAUOE KAJENO,MONNA,-1,sesotho
$T$ O TLO LOKISA MATLO A SENTSOENG KE LIFEFO,TONAKHOLO,1,sesotho
TONAKHOLO O TLO LOKISA $T$ A SENTSOENG KE LIFEFO,MATLO,1,sesotho
TONAKHOLO O TLO LOKISA MATLO A SENTSOENG KE $T$,LIFEFO,-1,sesotho
UTLOA LITABA TSA $T$ EA BOLAUOENG KE KOLOI SHOALANENG EA MAOBANE,MOSALI,-1,sesotho
UTLOA LITABA TSA MOSALI EA BOLAUOENG KE $T$ SHOALANENG EA MAOBANE,KOLOI,-1,sesotho
$T$ LE QETA HO FUMANOA KA LERAKONG,LESEA LA NGOANANA,-1,sesotho
LESEA LA NGOANANA LE QETA HO FUMANOA KA $T$,LERAKONG,0,sesotho
$T$ E QETA HO BOLAEA MOSALI O ITAHLETSE KA TSELENG EKA O KOPA THUSO,KOLOI,-1,sesotho
KOLOI E QETA HO BOLAEA $T$ O ITAHLETSE KA TSELENG EKA O KOPA THUSO,MOSALI,-1,sesotho
KOLOI E QETA HO BOLAEA MOSALI O ITAHLETSE KA $T$ EKA O KOPA THUSO,TSELENG,0,sesotho
$T$ BA LEPOLESA,BABOLAI,-1,sesotho
BABOLAI BA $T$,LEPOLESA,0,sesotho
BONA $T$ LE THUNYELITSENG MOSALI'A LONA LEFU,LESOLE,-1,sesotho
BONA LESOLE LE THUNYELITSENG $T$ LEFU,MOSALI'A LONA,-1,sesotho
$T$ E TSOHA E CHESITSOE LORE,TEREKERE,-1,sesotho
$T$ O FUMANA 'MAE A BOLAUOE,MORALI,0,sesotho
MORALI O FUMANA $T$ A BOLAUOE,'MAE,-1,sesotho
$T$ BA TŠOEROE KA BOSHOLU BA LIPHOOFOLO,BANNA,-1,sesotho
BANNA BA TŠOEROE KA BOSHOLU BA $T$,LIPHOOFOLO,0,sesotho
BA TŠOLLA $T$ A SENANG MOLATO BA BOLAEA BANNA BA BABELI KA SEHLOHO,MALI,-1,sesotho
BA TŠOLLA MALI A SENANG MOLATO BA BOLAEA $T$ BA BABELI KA SEHLOHO,BANNA,-1,sesotho
$T$ O FENETHA MOSEBETSI 'MOHO PONTŠENG EA BASEBETSI 'MOHO,MOSEBETSI OA MORAFO,-1,sesotho
MOSEBETSI OA MORAFO O FENETHA MOSEBETSI 'MOHO PONTŠENG EA $T$,BASEBETSI 'MOHO,0,sesotho
$T$ O BOLAEA MOTHO,MONNA,-1,sesotho
MONNA O BOLAEA $T$,MOTHO,0,sesotho
BONA $T$ LE BOLAILENG MOTHO,LEPOLESA,-1,sesotho
BONA LEPOLESA LE BOLAILENG $T$,MOTHO,-1,sesotho
$T$ E CHESITSOE,KOLOI EA BAETI,-1,sesotho
$T$ A MANE A BEHELLOA KA THOKO HO MOSEBETSI E MONG O ILE MOSEBETSING A TAUOE BA BANG BA NKILE TJOTJO HO MASHOLU A TERAKA,MAPOLESA,-1,sesotho
MAPOLESA A MANE A BEHELLOA KA THOKO HO $T$ E MONG O ILE MOSEBETSING A TAUOE BA BANG BA NKILE TJOTJO HO MASHOLU A TERAKA,MOSEBETSI,0,sesotho
MAPOLESA A MANE A BEHELLOA KA THOKO HO MOSEBETSI E MONG O ILE MOSEBETSING A TAUOE BA BANG BA NKILE $T$ HO MASHOLU A TERAKA,TJOTJO,-1,sesotho
MAPOLESA A MANE A BEHELLOA KA THOKO HO MOSEBETSI E MONG O ILE MOSEBETSING A TAUOE BA BANG BA NKILE TJOTJO HO $T$ A TERAKA,MASHOLU,-1,sesotho
$T$ O PALAME KHENTŠA,TONAKHOLO,1,sesotho
$T$ SE HATISITSOE LEJOE HOLIMO,SETOPO SA NGOANANA,-1,sesotho
SETOPO SA NGOANANA SE HATISITSOE $T$ HOLIMO,LEJOE,0,sesotho
$T$ O BOLAETSOE KA MORUNG,NGOANA,-1,sesotho
NGOANA O BOLAETSOE KA $T$,MORUNG,0,sesotho
$T$ LE MASOLE A QETA HO PHOLOSA MONNA MOLLONG,MAPOLESA,1,sesotho
MAPOLESA LE $T$ A QETA HO PHOLOSA MONNA MOLLONG,MASOLE,1,sesotho
MAPOLESA LE MASOLE A QETA HO PHOLOSA $T$ MOLLONG,MONNA,-1,sesotho
$T$ O NYOPISA MORERO OA MABETA,NGOANA,1,sesotho
NGOANA O NYOPISA $T$ OA MABETA,MORERO,-1,sesotho
$T$ O ABETSE BALISANA SETHOPO SA LIKHUTŠOANE KAJENO,TONAKHOLO,1,sesotho
TONAKHOLO O ABETSE $T$ SETHOPO SA LIKHUTŠOANE KAJENO,BALISANA,0,sesotho
TONAKHOLO O ABETSE BALISANA $T$ KAJENO,SETHOPO SA LIKHUTŠOANE,0,sesotho
$T$ O TIMELLA KOTSING EA TEKESI,MOETI,-1,sesotho
MOETI O TIMELLA KOTSING EA $T$,TEKESI,-1,sesotho
$T$ O FETOLA BARALI BA HAE MAKHOBA A THOBALANO O BA ROBETSE MAKHETLO A SA BALOENG,MONNA,-1,sesotho
MONNA O FETOLA $T$ BA HAE MAKHOBA A THOBALANO O BA ROBETSE MAKHETLO A SA BALOENG,BARALI,-1,sesotho
$T$ O THUNYELITSOE LEFU,MOOKAMELI OA MEBENKELE A LIJO,-1,sesotho
$T$ O PHETHAHATSA MANTSOE A RENG HO ROBALA KE HO FETOHA,MOPARAMENTE,-1,sesotho
$T$ BO ITLOSA LITLHONG,BOHANYETSI,-1,sesotho
UTLOA MELEK0 E ETSHAHETSENG HA $T$ A TLA BOLAOA BOSIUNG BA KAJENO,MOHLANKA OA 'MUSO,-1,sesotho
$T$ O QETA HO THUNYA MOSALI'AE O MO SIHILE A RAPALLETSE KATLUNG,MONNA,-1,sesotho
MONNA O QETA HO THUNYA $T$ O MO SIHILE A RAPALLETSE KATLUNG,MOSALI'AE,-1,sesotho
MONNA O QETA HO THUNYA MOSALI'AE O MO SIHILE A RAPALLETSE $T$,KATLUNG,0,sesotho
UTLOA LITABA TSA $T$ E EA IPOLAILENG BOSIU BONA BO FETILENG,MOQHOBI OA LEPHELE,-1,sesotho
$T$ BOHOLO A SHEBILE MOTSE-MOHOLO,MAOTO,1,sesotho
$T$ O RE HA A TLO FETOLOA LEHLANYA A MATHE LIPAKENG,MOLAOLI,1,sesotho
$T$ O RE HA A TLO FETOLOA $T$ A MATHE LIPAKENG,LEHLANYA,-1,sesotho
$T$ LE KENYA BARUTUOA MONOANA KA PELE,LESECHURITHI,-1,sesotho
LESECHURITHI LE KENYA $T$ MONOANA KA PELE,BARUTUOA,0,sesotho
LESECHURITHI LE KENYA BARUTUOA $T$ KA PELE,MONOANA,0,sesotho
$T$ O QETA HO FUMANOA A TIMELLETSE KA KOLOING,MOQHOBI OA LEPHELE,-1,sesotho
MOQHOBI OA LEPHELE O QETA HO FUMANOA A TIMELLETSE KA $T$,KOLOING,-1,sesotho
$T$ O KHETHETSA MAKOEBA KHAHLANONG LE MOLAOLI,MONNA,-1,sesotho
LETALIANA O KHETHETSA MAKOEBA KHAHLANONG LE $T$,MOLAOLI,-1,sesotho
$T$ E SE E NTSE E BONAHALA MAPATLELONG A TOROPO E JABA-JABA,METHOAELA,1,sesotho
METHOAELA E SE E NTSE E BONAHALA $T$ E JABA-JABA,MAPATLELONG A TOROPO,0,sesotho
$T$ LE TJEBELA MATJOING NYEOE EA PHATHI E TSEKANG SETULO SA KHEKHETHANE,LEKHOTLA,0,sesotho
LEKHOTLA LE TJEBELA MATJOING $T$ EA PHATHI E TSEKANG SETULO SA KHEKHETHANE,NYEOE,-1,sesotho
LEKHOTLA LE TJEBELA MATJOING NYEOE EA PHATHI E TSEKANG $T$,SETULO SA KHEKHETHANE,0,sesotho
$T$ KE HORE LABORARO MAPOLESA A FUOE LIKOLOI,TEBELLO,1,sesotho
TEBELLO KE HORE LABORARO $T$ A FUOE LIKOLOI,MAPOLESA,0,sesotho
TEBELLO KE HORE LABORARO MAPOLESA A FUOE $T$,LIKOLOI,0,sesotho
$T$ O RE A KEKE A JARA FOLAKHA LE MOLAO-THEO BOEMO BONA BO TENG O TLA SEBETSANA LE BONA LE THOLE LE SHEBELLE,MOALOLI,1,sesotho
$T$ O FUMANOA LENYALONG,MOTSOETSE,1,sesotho
$T$ BA BATLA HO MO SULUBANYA HO NTSE HO LE JOALO,BANNA,-1,sesotho
THUSANG BATHO $T$ E HLAHILE,TSIETSI,-1,sesotho
$T$ O LIELLOA TSONA TSENA HO RIALO SECHABA SE HALEFILENG,TONAKHOLO,-1,sesotho
TONAKHOLO O LIELLOA TSONA TSENA HO RIALO $T$ SE HALEFILENG,SECHABA,-1,sesotho
$T$ ESALE A NYAMELA LE NGOANA KHOELING E FETILENG,MOSALI,-1,sesotho
MOSALI ESALE A NYAMELA LE $T$ KHOELING E FETILENG,NGOANA,-1,sesotho
$T$ SANE SA PHATI SE NENG SE JELE MABELE SE ROHAKA LETONA PARAMENTENG,SETHO,-1,sesotho
SETHO SANE SA PHATI SE NENG SE JELE MABELE SE ROHAKA $T$ PARAMENTENG,LETONA,-1,sesotho
SETHO SANE SA PHATI SE NENG SE JELE MABELE SE ROHAKA LETONA $T$,PARAMENTENG,0,sesotho
$T$ A KHUTLANG NTOENG A AMOHELOA KA LIMETA,MASOLE,1,sesotho
MASOLE A KHUTLANG $T$ A AMOHELOA KA LIMETA,NTOENG,-1,sesotho
$T$ BA PITLOA LILEMO TSE MASHOME A MARARO CHANKANENG,BASHANYANA,-1,sesotho
BASHANYANA BA PITLOA LILEMO TSE MASHOME A MARARO $T$,CHANKANENG,0,sesotho
$T$ EA ILENG A THUNNGOA KE MONN'AE MOTŠEARE KE MOFU,MOSALI,-1,sesotho
MOSALI EA ILENG A THUNNGOA KE $T$ MOTŠEARE KE MOFU,MONN'AE,-1,sesotho
$T$ O QETA HO THUNYA MOSALI'AE O THUNYELLETSE LE MOAHISANE,MONNA,-1,sesotho
MONNA O QETA HO THUNYA $T$ O THUNYELLETSE LE MOAHISANE,MOSALI'AE,-1,sesotho
MONNA O QETA HO THUNYA MOSALI'AE O THUNYELLETSE LE $T$,MOAHISANE,-1,sesotho
$T$ E BOLAEA SEBAPALI BOTHATA BO QALILE MAFELENG ANA A BEKE,BOLO EA MAOTO,-1,sesotho
BOLO EA MAOTO E BOLAEA $T$ BOTHATA BO QALILE MAFELENG ANA A BEKE,SEBAPALI,-1,sesotho
HO NTSE HO BOLOKOA $T$ TSE MASHOME A MABELI A METSO E ROBONG TOROPONG,LITOPO,-1,sesotho
HO NTSE HO BOLOKOA LITOPO TSE MASHOME A MABELI A METSO E ROBONG $T$,TOROPONG,0,sesotho
BONA $T$ LA NGOANA E MONYANE HARA LITOPO,LEKESE,-1,sesotho
BONA LEKESE LA NGOANA E MONYANE HARA $T$,LITOPO,-1,sesotho
$T$ BA HALEFETSE MOPARAMENTE HA BOHLOKO,BACHA,-1,sesotho
BACHA BA HALEFETSE $T$ HA BOHLOKO,MOPARAMENTE,0,sesotho
O BETA $T$ HA QETA O NKOA KE SEPHUME SA BOROKO,NGOANANA,-1,sesotho
O BETA NGOANANA HA QETA O NKOA KE SEPHUME SA $T$,BOROKO,0,sesotho
HOJA $T$ LI NE LI NGOLISOA NAHA ENA EKABE E LE NAHA EA LESHALA E SE NANG LITOKOMANE,LINAHA,-1,sesotho
HOJA LINAHA LI NE LI NGOLISOA $T$ ENA EKABE E LE NAHA EA LESHALA E SE NANG LITOKOMANE,NAHA,-1,sesotho
HOJA LINAHA LI NE LI NGOLISOA NAHA ENA EKABE E LE $T$ EA LESHALA E SE NANG LITOKOMANE,NAHA,-1,sesotho
HOJA LINAHA LI NE LI NGOLISOA NAHA ENA EKABE E LE NAHA EA LESHALA E SE NANG $T$,LITOKOMANE,-1,sesotho
UTLOA NA $T$ O TŠOARETSOENG,MOPARAMENTE,-1,sesotho
O TŠOARELOA HO IKETSA $T$ HO MARANG-RANG,LESOLE 'MOTOANA,-1,sesotho
$T$ POLAONG EA LEPARAMENTE O FUOE BEILE SA SEKETE SA MALOTI,MOQOSUOA,-1,sesotho
MOQOSUOA POLAONG EA $T$ O FUOE BEILE SA SEKETE SA MALOTI,LEPARAMENTE,-1,sesotho
MOQOSUOA POLAONG EA LEPARAMENTE O FUOE $T$ SA SEKETE SA MALOTI,BEILE,-1,sesotho
$T$ O QOSOA KA HO BETA MOSHANYANA,MONNA,-1,sesotho
MONNA O QOSOA KA HO BETA $T$,MOSHANYANA,-1,sesotho
BONA $T$ OA LEFAHLA,'MOLAI,-1,sesotho
BONA 'MOLAI OA $T$,LEFAHLA,0,sesotho
$T$ LE BA NYATHOLA LILEMO TSE LESHOME CHANKANENG KA LITHUNYA TSA MASHALA,LEKHOTLA,0,sesotho
LEKHOTLA LE BA NYATHOLA LILEMO TSE LESHOME $T$ KA LITHUNYA TSA MASHALA,CHANKANENG,0,sesotho
LEKHOTLA LE BA NYATHOLA LILEMO TSE LESHOME CHANKANENG KA $T$ TSA MASHALA,LITHUNYA,-1,sesotho
$T$ BO QETA HO IPALA,BOHANYETSI,1,sesotho
EHLILE HO BOIMA HO $T$ HO QOBA LEBITLA,MOFU,-1,sesotho
EHLILE HO BOIMA HO MOFU HO QOBA $T$,LEBITLA,0,sesotho
$T$ O QETA HO TIMELLA KOTSING EA KOLOI,MOETI,-1,sesotho
MOETI O QETA HO TIMELLA KOTSING EA $T$,KOLOI,-1,sesotho
$T$ O PHOMOLITSOE KA PHUPU E MAHLONOKO MAOBANE,MOITHUTI,1,sesotho
MOITHUTI O PHOMOLITSOE KA $T$ E MAHLONOKO MAOBANE,PHUPU,-1,sesotho
$T$ SE QETA HO QHAUTSA RASETHUNYA,SECHABA,1,sesotho
SECHABA SE QETA HO QHAUTSA $T$,RASETHUNYA,-1,sesotho
$T$ O THUNYELITSOE LEFU BASHEMANENG MAOBANE,MOSUOE-HLOOHO,-1,sesotho
MOSUOE-HLOOHO O THUNYELITSOE LEFU $T$ MAOBANE,BASHEMANENG,0,sesotho
UTLOA MELEKO E ETSAHETSENG MAOBANE $T$,BASHEMANENG,-1,sesotho
BONA $T$ EA BOLAETSENG MOSALI SETHALENG,MONNA,-1,sesotho
BONA MONNA EA BOLAETSENG $T$ SETHALENG,MOSALI,-1,sesotho
BONA MONNA EA BOLAETSENG MOSALI $T$,SETHALENG,0,sesotho
$T$ O BATLA KHAITSELI-AE LIKOBO,MONNA,-1,sesotho
MONNA O BATLA $T$ LIKOBO,KHATSELI-AE,0,sesotho
$T$ O FOSOA KA LETHALA LA LIKULO,MONNA,1,sesotho
MONNA O FOSOA KA LETHALA LA $T$,LIKULO,-1,sesotho
O KHAMME $T$ HO FIHLELA A 'MOLAILE,MOSALI'AE,-1,sesotho
$T$ O 'MOLAETSE MAHLONG A MOR'A BONA,MONNA,-1,sesotho
$T$ LE EILENG LA BOLAOA LE TLA BOLOKOA BOESA LETAMONG LEO A FUMANOENG HO LONA,LEFAHLA,1,sesotho
LEFAHLA LE EILENG LA BOLAOA LE TSA BOLOKOA BOESA $T$ LEO A FUMANOENG HO LONA,LETAMONG,0,sesotho
$T$ SE HLAKISA SE ILENG SA ETSAHALA KA BOTEBO HOSENG KAJENO,SEPOLESA,0,sesotho
$T$ O THUNYELITSOE LEFU HOSENG KAJENO,MOPARAMENTE,-1,sesotho
$T$ O REKISITSOE KA LIPABI,MOAHO OA KOMPONE,-1,sesotho
LITABA TSA $T$ BALAUOENG LI HLAHISA MOHLONO,MOSALI'A,-1,sesotho
BA KHABELA $T$,NAMA EA NTJA,-1,sesotho
$T$ O HLOKAHALA KAMORA NTLO ESALE A EA NTLOANENG MAOBANE,NGOANANA,-1,sesotho
NGOANANA O HLOKAHALA KAMORA $T$ ESALE A EA NTLOANENG MAOBANE,NTLO,0,sesotho
NGOANANA O HLOKAHALA KAMORA NTLO ESALE A EA $T$ MAOBANE,NTLOANENG,0,sesotho
$T$ O FIHLA HA NKHONO A TSOTSE A SELAKHUOE MOLALA LE LITAPOLE,MONNA,-1,sesotho
MONNA O FIHLA HA $T$ A TSOTSE A SELAKHUOE MOLALA LE LITAPOLE,NKHONO,0,sesotho
MONNA O FIHLA HA NKHONO A TSOTSE A SELAKHUOE $T$ LE LITAPOLE,MOLALA,-1,sesotho
MONNA O FIHLA HA NKHONO A TSOTSE A SELAKHUOE MOLALA LE $T$,LITAPOLE,-1,sesotho
$T$ SE BATLISA KA SETOPO SA MOSALI,SEPOLESA,0,sesotho
SEPOLESA SE BATLISA KA $T$,SETOPO TSA MOSALI,-1,sesotho
$T$ O TLOTLA SEBOHOLI KA HO MO REKELA KOLOI E NCHA-CHA,BISHOPO,1,sesotho
BISHOPO O TLOTLA $T$ KA HO MO REKELA KOLOI E NCHA-CHA,SEBOHOLI,1,sesotho
BISHOPO O TLOTLA SEBOHOLI KA HO MO REKELA $T$ E NCHA-CHA,KOLOI,1,sesotho
$T$ O THETEHELA LIKOBONG TSA NGOETSI,NTATE MATSALE,-1,sesotho
NTATE MATSALE O THETEHELA $T$,LIKOBONG TSA NGOETSI,0,sesotho
$T$ O QETA HO PARAKOLLOA KA KOLOING,MOQHOBI OA TEKESI,1,sesotho
MOQHOBI OA TEKESI O QETA HO PARAKOLLOA KA $T$,KOLOING,0,sesotho
$T$ LE MO SITISA HO LATSOA MONATE OA BOK'HANSELARA,LEFU,-1,sesotho
LEFU LE MO SITISA HO LATSOA MONATE OA $T$,BOK'HANSELARA,1,sesotho
$T$ BA FUMANOA BA PHAPHAMETSE KA LETAMONG,BANA BA BANANA,-1,sesotho
BANA BA BANANA BA FUMANOA BA PHAPHAMETSE KA $T$,LETAMONG,0,sesotho
$T$ LI TLA KOETLISOA KAHARA NAHA,LINGAKA,1,sesotho
LINGAKA LI TLA KOETLISOA KAHARA $T$,NAHA,0,sesotho
BA HABO $T$ BA AMOHELA LENGOLO LA HAE LA THUTO,MOFU,-1,sesotho
BA HABO MOFU BA AMOHELA $T$,LENGOLO LA HAE LA THUTO,1,sesotho
$T$ BA THIBILE MONNA A ILO LAHLELA MOSALI KA NTLOANENG,BAAHISANE,1,sesotho
BAAHISANE BA THIBILE $T$ A ILO LAHLELA MOSALI KA NTLOANENG,MONNA,-1,sesotho
BAAHISANE BA THIBILE MONNA A ILO LAHLELA $T$ KA NTLOANENG,MOSALI,0,sesotho
BAAHISANE BA THIBILE MONNA A ILO LAHLELA MOSALI KA $T$,NTLOANENG,0,sesotho
$T$ O KHAKHATHELA MOSALI LEFU,MONNA,-1,sesotho
MONNA O KHAKHATHELA $T$ LEFU,MOSALI,0,sesotho
$T$ O KAPILE MOSALI KA SELEPE,MONNA,-1,sesotho
MONNA O KAPILE $T$ KA SELEPE,MOSALI,0,sesotho
MONNA O KAPILE MOSALI KA $T$,SELEPE,0,sesotho
$T$ EA NENG A ISOA LEBOLLONG O SELAKHUOE,MOHLANKANA,-1,sesotho
MOHLANKANA EA NENG A ISOA $T$ O SELAKHUOE,LEBOLLONG,0,sesotho
$T$ O QETA HO THUNYETSOA LEFU,MOQHOBI OA TEKESI,-1,sesotho
$T$ SE ETSOA KA MOSALI,SEROPO,-1,sesotho
SEROPO SE ETSOA KA $T$,MOSALI,0,sesotho
$T$ O NKETSOE LEPHELE KA LIKHOKA,MOQHOBI,-1,sesotho
MOQHOBI O NKETSOE $T$ KA LIKHOKA,LEPHELE,0,sesotho
$T$ SE QETA HO PHUTHA SETOPO SA NGOANANA,SEPOLESA,0,sesotho
SEPOLESA SE QETA HO PHUTHA $T$,SETOPO SA NGOANANA,-1,sesotho
$T$ O FUMANOA A NA LE MATŠOAO A PETO,MOFU,-1,sesotho
$T$ SE BONOA KE BOHLE NGOANA O QETA HO FUMANOA,SEBONOANG,-1,sesotho
SEBONOANG SE BONOA KE BOHLE $T$ O QETA HO FUMANOA,NGOANA,1,sesotho
$T$ E CHESITSOENG,SUPHAMAKETE,-1,sesotho
$T$ SE NTSE SE TSOMANA LE NGOANA EA NYAMETSENG,SEPOLESA,0,sesotho
SEPOLESA SE NTSE SE TSOMANA LE $T$ EA NYAMETSENG,NGOANA,-1,sesotho
$T$ O THUNTSE MOSALI KA LIKULO TSE TŠELETSENG,MONNA,-1,sesotho
MONNA O THUNTSE $T$ KA LIKULO TSE TŠELETSENG,MOSALI,0,sesotho
MONNA O THUNTSE MOSALI KA $T$ TSE TŠELETSENG,LIKULO,0,sesotho
$T$ O QETA HO THUNYETSA MOSALI'AE LEFU,MONNA,-1,sesotho
MONNA O QETA HO THUNYETSA MOSALI'AE LEFU,MOSALI'AE,-1,sesotho
