text,aspect,sentiment_label,language,text_clean
$T$ LE MOKHATLO LI KETEKA LETSATSI LA MONNA,SEPOLESA,1,sesotho,t le mokhatlo li keteka letsatsi la monna
SEPOLESA LE $T$ LI KETEKA LETSATSI LA MONNA,MOKHATLO,1,sesotho,sepolesa le t li keteka letsatsi la monna
SEPOLESA LE MOKHATLO LI KETEKA $T$,LETSATSI LA MONNA,1,sesotho,sepolesa le mokhatlo li keteka t
$T$ SE FANA KA MALI,SEPOLESA,1,sesotho,t se fana ka mali
SEPOLESA SE FANA KA $T$,MALI,0,sesotho,sepolesa se fana ka t
$T$ O QOSOA KA HO NTŠA MAKUNUTU A 'MUSO,MOSALI,-1,sesotho,t o qosoa ka ho ntša makunutu a muso
MOSALI O QOSOA KA HO NTŠA MAKUNUTU A $T$,'MUSO,0,sesotho,mosali o qosoa ka ho ntša makunutu a t
$T$ E FUMANOENG EA MALAHLEHA,THOTO,1,sesotho,t e fumanoeng ea malahleha
$T$ SE TŠOARA THAPELO NAHA EOHLE,SEPOLESA,1,sesotho,t se tšoara thapelo naha eohle
SEPOLESA SE TŠOARA $T$ NAHA EOHLE,THAPELO,1,sesotho,sepolesa se tšoara t naha eohle
SEPOLESA SE TŠOARA THAPELO $T$ EOHLE,NAHA,0,sesotho,sepolesa se tšoara thapelo t eohle
$T$ O FUMANA LESAKA LE OMME,MONNA,0,sesotho,t o fumana lesaka le omme
MONNA O FUMANA $T$ LE OMME,LESAKA,-1,sesotho,monna o fumana t le omme
$T$ BA PHURA LESHOETLA LE SECHABA,BASALI BA SEPOLESA,1,sesotho,t ba phura leshoetla le sechaba
BASALI BA SEPOLESA BA PHURA LESHOETLA LE $T$,SECHABA,1,sesotho,basali ba sepolesa ba phura leshoetla le t
$T$ O KHAKHATHELA MOROETSANA HO HANA HO BUA LE EENA KA TSA LEFEREHO,MONNA,-1,sesotho,t o khakhathela moroetsana ho hana ho bua le eena ka tsa lefereho
MONNA O KHAKHATHELA $T$ HO HANA HO BUA LE EENA KA TSA LEFEREHO,MOROETSANA,0,sesotho,monna o khakhathela t ho hana ho bua le eena ka tsa lefereho
$T$ SE TSOELA PELE KA HO ETELA LIKOLO,SEPOLESA,1,sesotho,t se tsoela pele ka ho etela likolo
SEPOLESA SE TSOELA PELE KA HO ETELA $T$,LIKOLO,0,sesotho,sepolesa se tsoela pele ka ho etela t
$T$ SE HAPA LIBETSA TSE KOTSI,SEPOLESA,1,sesotho,t se hapa libetsa tse kotsi
SEPOLESA SE HAPA $T$ TSE KOTSI,LIBETSA,-1,sesotho,sepolesa se hapa t tse kotsi
$T$ EA IPHETOTSENG LETSA O THEOHELA KA SETSING,MONNA,-1,sesotho,t ea iphetotseng letsa o theohela ka setsing
MONNA EA IPHETOTSENG LETSA O THEOHELA KA $T$,SETSING,1,sesotho,monna ea iphetotseng letsa o theohela ka t
MASUPA-TSELA A FUOA $T$,THUPELO,1,sesotho,masupatsela a fuoa t
$T$ A FUOA THUPELO,MASUPA-TSELA,0,sesotho,t a fuoa thupelo
LIKEREKE LI ETELOA KE $T$,SEPOLESA,1,sesotho,likereke li eteloa ke t
$T$ SE LATA LIKHOMO TSA SECHABA,SEPOLESA,1,sesotho,t se lata likhomo tsa sechaba
SEPOLESA SE LATA $T$ TSA SECHABA,LIKHOMO,0,sesotho,sepolesa se lata t tsa sechaba
$T$ BA ITOMA MALEME HA SEPOLESA SE BATLA TLHALOSO,BABELAELLOA,-1,sesotho,t ba itoma maleme ha sepolesa se batla tlhaloso
BABELAELLOA BA ITOMA MALEME HA $T$ SE BATLA TLHALOSO,SEPOLESA,0,sesotho,babelaelloa ba itoma maleme ha t se batla tlhaloso
$T$ BA ANYA E LETSOELE LE MOHASULA,BANA SA SEKOLO,1,sesotho,t ba anya e letsoele le mohasula
$T$ O FELLOA KE BOPHELO KA HO TSEKA BAETI,MOTHO,-1,sesotho,t o felloa ke bophelo ka ho tseka baeti
MOTHO O FELLOA KE BOPHELO KA HO TSEKA $T$,BAETI,0,sesotho,motho o felloa ke bophelo ka ho tseka t
$T$ O EA LIJONG TSA MOTŠEARE E LE SERGEANT,MONNA,1,sesotho,t o ea lijong tsa motšeare e le sergeant
MONNA O EA LIJONG TSA MOTŠEARE E LE $T$,SERGENT,1,sesotho,monna o ea lijong tsa motšeare e le t
$T$ BA MO HLABELA LEFU,BANNA,-1,sesotho,t ba mo hlabela lefu
KETEKELO EA $T$,LETSATSI LA MACHABA LA BATHO BA NANG LE BOKOOA,1,sesotho,ketekelo ea t
$T$ SE HLAHLELLA BACHA KA MEKHAHLELO EA BONA,SEPOLESA,1,sesotho,t se hlahlella bacha ka mekhahlelo ea bona
SEPOLESA SE HLAHLELLA $T$ KA MEKHAHLELO EA BONA,BACHA,0,sesotho,sepolesa se hlahlella t ka mekhahlelo ea bona
$T$ SE TLOTLA BALAOLA SEPHETHE-PHETHE,SEKOLO,1,sesotho,t se tlotla balaola sephethephethe
SEKOLO SE TLOTLA $T$,BALAOLA SEPHETHE-PHETHE,1,sesotho,sekolo se tlotla t
$T$ O KENA MATJALENG KA HO IKHAPELA THEPA EA MARANG-RANG,MONNA,-1,sesotho,t o kena matjaleng ka ho ikhapela thepa ea marangrang
MONNA O KENA MATJALENG KA HO IKHAPELA $T$,THEPA EA MARANG-RANG,0,sesotho,monna o kena matjaleng ka ho ikhapela t
$T$ O NKELA KHOEBO THEPA KA MASENE A PHOKOJOE,MONNA,-1,sesotho,t o nkela khoebo thepa ka masene a phokojoe
MONNA O NKELA $T$ THEPA KA MASENE A PHOKOJOE,KHOEBO,0,sesotho,monna o nkela t thepa ka masene a phokojoe
MONNA O NKELA KHOEBO $T$ KA MASENE A PHOKOJOE,THEPA,0,sesotho,monna o nkela khoebo t ka masene a phokojoe
$T$ SE MEMA BANA HO BUA LE BONA,SEPOLESA,1,sesotho,t se mema bana ho bua le bona
SEPOLESA SE MEMA $T$ HO BUA LE BONA,BANA,1,sesotho,sepolesa se mema t ho bua le bona
$T$ LE MO FUMANE A LE MOLATO,LEKHOTLA,1,sesotho,t le mo fumane a le molato
$T$ BA ETELOA KE SEPOLESA,BACHA,1,sesotho,t ba eteloa ke sepolesa
BACHA BA ETELOA KE $T$,SEPOLESA,0,sesotho,bacha ba eteloa ke t
$T$ BA QOBISOA LITLOLO TSA MOLAO,BACHA,1,sesotho,t ba qobisoa litlolo tsa molao
BACHA BA QOBISOA $T$,LITLOLO TSA MOLAO,-1,sesotho,bacha ba qobisoa t
$T$ E MEMELA MOOKAMELI OA SEPOLESA SEHLABELONG SE HALALELANG SA 'MISA,KEREKE,1,sesotho,t e memela mookameli oa sepolesa sehlabelong se halalelang sa misa
KEREKE E MEMELA $T$ SEHLABELONG SE HALALELANG SA 'MISA,MOOKAMELI OA SEPOLESA,0,sesotho,kereke e memela t sehlabelong se halalelang sa misa
KEREKE E MEMELA MOOKAMELI OA SEPOLESA SEHLABELONG SE HALALELANG SA $T$,'MISA,0,sesotho,kereke e memela mookameli oa sepolesa sehlabelong se halalelang sa t
$T$ LI FUMANOA POLASING,LIKHOMO,1,sesotho,t li fumanoa polasing
LIKHOMO LI FUMANOA $T$,POLASING,0,sesotho,likhomo li fumanoa t
$T$ SE THAKHOLA MOKHATLO,SEPOLESA,1,sesotho,t se thakhola mokhatlo
SEPOLESA SE THAKHOLA $T$,MOKHATLO,0,sesotho,sepolesa se thakhola t
$T$ BA KENA NTLOANA-TŠOANA KA BOSHOLU BA BOQHOBANE,BANNA,-1,sesotho,t ba kena ntloanatšoana ka bosholu ba boqhobane
BANNA BA KENA $T$ KA BOSHOLU BA BOQHOBANE,NTLOANA-TŠOANA,0,sesotho,banna ba kena t ka bosholu ba boqhobane
$T$ O LOKOLLOA KA BEILE EA M2 000,MONNA,-1,sesotho,t o lokolloa ka beile ea m2 000
$T$ SE TŠOARELOA TLHOLISANO MABAPI LE LITOKELO TSA MANTLHA LE BOTHO,SEPOLESA,1,sesotho,t se tšoareloa tlholisano mabapi le litokelo tsa mantlha le botho
SEPOLESA SE TŠOARELOA $T$ MABAPI LE LITOKELO TSA MANTLHA LE BOTHO,TLHOLISANO,0,sesotho,sepolesa se tšoareloa t mabapi le litokelo tsa mantlha le botho
SEPOLESA SE TŠOARELOA TLHOLISANO MABAPI LE $T$ TSA MANTLHA LE BOTHO,LITOKELO,0,sesotho,sepolesa se tšoareloa tlholisano mabapi le t tsa mantlha le botho
SEPOLESA SE TŠOARELOA TLHOLISANO MABAPI LE LITOKELO TSA MANTLHA LE $T$,BOTHO,0,sesotho,sepolesa se tšoareloa tlholisano mabapi le litokelo tsa mantlha le t
$T$ BA HLAHA KHOTLA HAPE KA BOSHOLU BA BOQHOBANE,BANNA,-1,sesotho,t ba hlaha khotla hape ka bosholu ba boqhobane
$T$ BA NTLOANA-TŠOANA KA BOSHOLU BA LIPHOOFOLO,BANNA,-1,sesotho,t ba ntloanatšoana ka bosholu ba liphoofolo
BANNA BA $T$ KA BOSHOLU BA LIPHOOFOLO,NTLOANA-TŠOANA,0,sesotho,banna ba t ka bosholu ba liphoofolo
BANNA BA NTLOANA-TŠOANA KA BOSHOLU BA LIPHOOFOLO,BOSHOLU,-1,sesotho,banna ba ntloanatšoana ka bosholu ba liphoofolo
$T$ LE LOKOLLA BAQOSUOA KA BEILE,LEKHOTLA,0,sesotho,t le lokolla baqosuoa ka beile
LEKHOTLA LE LOKOLLA $T$ KA BEILE,BAQOSUOA,-1,sesotho,lekhotla le lokolla t ka beile
LEKHOTLA LE LOKOLLA BAQOSUOA KA $T$,BEILE,0,sesotho,lekhotla le lokolla baqosuoa ka t
$T$ KA SEHLAHISOA SA BOHOKELA,THUPELO,1,sesotho,t ka sehlahisoa sa bohokela
THUPELO KA $T$ SA BOHOKELA,SEHLAHISOA,0,sesotho,thupelo ka t sa bohokela
$T$ LE AHLOLA MOSALI 'MOHO LE MORALI LE SETLOHOLO,LEKHOTLA,0,sesotho,t le ahlola mosali moho le morali le setloholo
LEKHOTLA LE AHLOLA $T$ 'MOHO LE MORALI LE SETLOHOLO,MOSALI,-1,sesotho,lekhotla le ahlola t moho le morali le setloholo
LEKHOTLA LE AHLOLA MOSALI 'MOHO LE $T$ LE SETLOHOLO,MORALI,-1,sesotho,lekhotla le ahlola mosali moho le t le setloholo
LEKHOTLA LE AHLOLA MOSALI 'MOHO LE MORALI LE $T$,SETLOHOLO,-1,sesotho,lekhotla le ahlola mosali moho le morali le t
$T$ O QOSOA KA HO BA KA SHOPONG NTLE HO TUMELLO LE KA TŠENYO EA THEPA,MONNA,-1,sesotho,t o qosoa ka ho ba ka shopong ntle ho tumello le ka tšenyo ea thepa
MONNA O QOSOA KA HO BA KA $T$ NTLE HO TUMELLO LE KA TŠENYO EA THEPA,SHOPONG,0,sesotho,monna o qosoa ka ho ba ka t ntle ho tumello le ka tšenyo ea thepa
MONNA O QOSOA KA HO BA KA SHOPONG NTLE HO TUMELLO LE KA TŠENYO EA $T$,THEPA,-1,sesotho,monna o qosoa ka ho ba ka shopong ntle ho tumello le ka tšenyo ea t
$T$ SE LONGOA TSEBE,SEPOLESA,1,sesotho,t se longoa tsebe
$T$ SA BASALI SA SEPOLESA SEA TLHOLISANONG,SEHLOPHA,1,sesotho,t sa basali sa sepolesa sea tlholisanong
SEHLOPHA SA BASALI SA SEPOLESA SEA $T$,TLHOLISANONG,0,sesotho,sehlopha sa basali sa sepolesa sea t
$T$ BA KHAHLANA LE SEPOLESA TSELENG,BANNA,-1,sesotho,t ba khahlana le sepolesa tseleng
BANNA BA KHAHLANA LE $T$ TSELENG,SEPOLESA,1,sesotho,banna ba khahlana le t tseleng
BANNA BA KHAHLANA LE SEPOLESA $T$,TSELENG,0,sesotho,banna ba khahlana le sepolesa t
$T$ BA FUMANOA BA LE MOLATO KE BOSHOLU,BANNA,-1,sesotho,t ba fumanoa ba le molato ke bosholu
$T$ SE MALALA A LAOTSOE HO THIBELA LITLOLO TSA MOLAO,SEPOLESA,1,sesotho,t se malala a laotsoe ho thibela litlolo tsa molao
SEPOLESA SE MALALA A LAOTSOE HO THIBELA $T$,LITLOLO TSA MOLAO,-1,sesotho,sepolesa se malala a laotsoe ho thibela t
$T$ O KENA NTLOANA-TŠOANA KA HO HLEKA-HLEKA MOSALI,MONNA,-1,sesotho,t o kena ntloanatšoana ka ho hlekahleka mosali
MONNA O KENA $T$ KA HO HLEKA-HLEKA MOSALI,MOSALI,-1,sesotho,monna o kena t ka ho hlekahleka mosali
MONNA O KENA NTLOANA-TŠOANA KA HO HLEKA-HLEKA $T$,NTLOANA-TŠOANA,0,sesotho,monna o kena ntloanatšoana ka ho hlekahleka t
$T$ SE RUPELA BANA,SEPOLESA,1,sesotho,t se rupela bana
SEPOLESA SE RUPELA $T$,BANA,0,sesotho,sepolesa se rupela t
$T$ BA HLAHA KHOTLA KA PELAELO EA POLAO EA MOSHEMANE,BASUOE,-1,sesotho,t ba hlaha khotla ka pelaelo ea polao ea moshemane
BASUOE BA HLAHA $T$ KA PELAELO EA POLAO EA MOSHEMANE,KHOTLA,0,sesotho,basuoe ba hlaha t ka pelaelo ea polao ea moshemane
BASUOE BA HLAHA KHOTLA KA PELAELO EA POLAO EA $T$,MOSHEMANE,-1,sesotho,basuoe ba hlaha khotla ka pelaelo ea polao ea t
$T$ O ETELA KEREKE,MOOKAMELI OA SEPOLESA,1,sesotho,t o etela kereke
MOOKAMELI OA SEPOLESA O ETELA $T$,KEREKE,0,sesotho,mookameli oa sepolesa o etela t
$T$ LE AHLOLA BENG BA LIKHOEBO TSA TŠIRELETSO,LEKHOTLA,0,sesotho,t le ahlola beng ba likhoebo tsa tšireletso
LEKHOTLA LE AHLOLA BENG BA $T$,LIKHOEBO TSA TŠIRELETSO,-1,sesotho,lekhotla le ahlola beng ba t
BONA $T$ BA BOLAETSENG MOSHEMANE MOPHATONG,BASUOE,-1,sesotho,bona t ba bolaetseng moshemane mophatong
BONA BASUOE BA BOLAETSENG $T$ MOPHATONG,MOSHEMANE,0,sesotho,bona basuoe ba bolaetseng t mophatong
BONA BASUOE BA BOLAETSENG MOSHEMANE $T$,MOPHATONG,0,sesotho,bona basuoe ba bolaetseng moshemane t
$T$ BA TIMELLA KOTSING EA KOLOI,BATHO,-1,sesotho,t ba timella kotsing ea koloi
BATHO BA TIMELLA KOTSING EA $T$,KOLOI,0,sesotho,batho ba timella kotsing ea t
$T$ O PEPESA LERATO LA HAE HO TONAKHOLO,MOETAPELE,1,sesotho,t o pepesa lerato la hae ho tonakholo
MOETAPELE O PEPESA LERATO LA HAE HO $T$,TONAKHOLO,1,sesotho,moetapele o pepesa lerato la hae ho t
TSEBA $T$,MARENA A SEHLOOHO,0,sesotho,tseba t
O TORONKELA HO KHAKHATHELLA $T$ LIKOBO ESALE A SIEA MOSALI LILEMO TSE MASHOME A MABELI,MOSALI,0,sesotho,o toronkela ho khakhathella t likobo esale a siea mosali lilemo tse mashome a mabeli
O TORONKELA HO KHAKHATHELLA MOSALI LIKOBO ESALE A SIEA $T$ LILEMO TSE MASHOME A MABELI,MOSALI,-1,sesotho,o toronkela ho khakhathella mosali likobo esale a siea t lilemo tse mashome a mabeli
O TORONKELA HO KHAKHATHELLA MOSALI $T$ ESALE A SIEA MOSALI LILEMO TSE MASHOME A MABELI,LIKOBO,0,sesotho,o toronkela ho khakhathella mosali t esale a siea mosali lilemo tse mashome a mabeli
$T$ O TŠOENYEHILE KE LEETO LA BAKHETHOA,MONNA,-1,sesotho,t o tšoenyehile ke leeto la bakhethoa
MONNA O TŠOENYEHILE KE $T$,LEETO LA BAKHETHOA,0,sesotho,monna o tšoenyehile ke t
$T$ O THULANYA MONNA LE MAJOE HO FIHLELA A 'MOLAILE,MOSALI,-1,sesotho,t o thulanya monna le majoe ho fihlela a molaile
MOSALI O THULANYA $T$ LE MAJOE HO FIHLELA A 'MOLAILE,MONNA,-1,sesotho,mosali o thulanya t le majoe ho fihlela a molaile
MOSALI O THULANYA MONNA LE $T$ HO FIHLELA A 'MOLAILE,LEJOE,0,sesotho,mosali o thulanya monna le t ho fihlela a molaile
$T$ O KHAOLA MAHLAHLELA KA LICHESELE LE HAMORE,MONNA,-1,sesotho,t o khaola mahlahlela ka lichesele le hamore
MONNA O KHAOLA MAHLAHLELA KA $T$ LE HAMORE,LICHESELE,0,sesotho,monna o khaola mahlahlela ka t le hamore
MONNA O KHAOLA MAHLAHLELA KA LICHESELE LE $T$,HAMORE,0,sesotho,monna o khaola mahlahlela ka lichesele le t
$T$ LE FANYEHA 'MOLAI OA NGOANANA EA LILEMO LI HLANO,LEKHOTLA LA PHAHAMENG,1,sesotho,t le fanyeha molai oa ngoanana ea lilemo li hlano
LEKHOTLA LE PHAHAMENG LE FANYEHA $T$ OA NGOANANA EA LILEMO LI HLANO,'MOLAI,-1,sesotho,lekhotla le phahameng le fanyeha t oa ngoanana ea lilemo li hlano
LEKHOTLA LE PHAHAMENG LE FANYEHA 'MOLAI OA $T$ EA LILEMO LI HLANO,NGOANANA,0,sesotho,lekhotla le phahameng le fanyeha molai oa t ea lilemo li hlano
HO MONATE $T$ KOANA BAHLOMPHEHI BAKHETHOA BA LETŠOLO BA ILO HAHLOA KE MOEA,MAOATLENG,1,sesotho,ho monate t koana bahlomphehi bakhethoa ba letšolo ba ilo hahloa ke moea
HO MONATE MAOATLENG KOANA $T$ BA ILO HAHLOA KE MOEA,BAHLOMPHEHI BAKHETHOA BA LETŠOLO,1,sesotho,ho monate maoatleng koana t ba ilo hahloa ke moea
$T$ LE CHAISA LEPOLESA LA 'MUSO,LEPHELE,-1,sesotho,t le chaisa lepolesa la muso
LEPHELE LE CHAISA $T$,LEPOLESA LA 'MUSO,0,sesotho,lephele le chaisa t
$T$ E SENYETSA BAHLANKA MOSEBETSI,TJOTJO,-1,sesotho,t e senyetsa bahlanka mosebetsi
TJOTJO E $T$ BAHLANKA MOSEBETSI,BAHLANKA,0,sesotho,tjotjo e t bahlanka mosebetsi
TJOTJO E SENYETSA BAHLANKA $T$,MOSEBETSI,-1,sesotho,tjotjo e senyetsa bahlanka t
$T$ SE BONOA KE BOHLE,SEBONOANG,-1,sesotho,t se bonoa ke bohle
$T$O BOLOTSOA KA KHANG,MORENA,-1,sesotho,to bolotsoa ka khang
$T$ BAA E LE HORE BA MPA BA ITHATELA LIKIPA TSE MONNA MPENG KAPA E HLILE KE BANA BA LELAPA LEO,BATHO,0,sesotho,t baa e le hore ba mpa ba ithatela likipa tse monna mpeng kapa e hlile ke bana ba lelapa leo
BATHO BAA E LE HORE BA MPA BA ITHATELA $T$ TSE MONNA MPENG KAPA E HLILE KE BANA BA LELAPA LEO,LIKIPA,0,sesotho,batho baa e le hore ba mpa ba ithatela t tse monna mpeng kapa e hlile ke bana ba lelapa leo
BATHO BAA E LE HORE BA MPA BA ITHATELA LIKIPA TSE $T$ MPENG KAPA E HLILE KE BANA BA LELAPA LEO,MONNA,0,sesotho,batho baa e le hore ba mpa ba ithatela likipa tse t mpeng kapa e hlile ke bana ba lelapa leo
BATHO BAA E LE HORE BA MPA BA ITHATELA LIKIPA TSE MONNA MPENG KAPA E HLILE KE BANA BA $T$ LEO,LELAPA,0,sesotho,batho baa e le hore ba mpa ba ithatela likipa tse monna mpeng kapa e hlile ke bana ba t leo
$T$ O IPOLELA MELATO,MONNA,-1,sesotho,t o ipolela melato
$T$ O FELLOA KE MAMELLO O SUNYA MONNA LIETA LITAPOLENG,OA 'MUSO,-1,sesotho,t o felloa ke mamello o sunya monna lieta litapoleng
OA 'MUSO O FELLOA KE MAMELLO O SUNYA $T$ LIETA LITAPOLENG,MONNA,0,sesotho,oa muso o felloa ke mamello o sunya t lieta litapoleng
OA 'MUSO O FELLOA KE MAMELLO O SUNYA MONNA $T$ LITAPOLENG,LIETA,-1,sesotho,oa muso o felloa ke mamello o sunya monna t litapoleng
OA 'MUSO O FELLOA KE MAMELLO O SUNYA MONNA LIETA $T$,LITAPOLENG,0,sesotho,oa muso o felloa ke mamello o sunya monna lieta t
BA BOLAEA $T$ LE HO A EPELA THOTOBOLONG KE NKHONO MORALI LE SETLOHOLO,MASEA,-1,sesotho,ba bolaea t le ho a epela thotobolong ke nkhono morali le setloholo
BA BOLAEA MASEA LE HO A EPELA $T$ KE NKHONO MORALI LE SETLOHOLO,THOTOBOLONG,0,sesotho,ba bolaea masea le ho a epela t ke nkhono morali le setloholo
BA BOLAEA MASEA LE HO A EPELA THOTOBOLONG KE $T$ MORALI LE SETLOHOLO,NKHONO,-1,sesotho,ba bolaea masea le ho a epela thotobolong ke t morali le setloholo
BA BOLAEA MASEA LE HO A EPELA THOTOBOLONG KE NKHONO $T$ LE SETLOHOLO,MORALI,-1,sesotho,ba bolaea masea le ho a epela thotobolong ke nkhono t le setloholo
BA BOLAEA MASEA LE HO A EPELA THOTOBOLONG KE NKHONO MORALI LE $T$,SETLOHOLO,-1,sesotho,ba bolaea masea le ho a epela thotobolong ke nkhono morali le t
$T$ O QETA HO THUNYETSOA LEFU MAHLONG A MOSALI'AE,MOHOEBI,-1,sesotho,t o qeta ho thunyetsoa lefu mahlong a mosaliae
MOHOEBI O QETA HO THUNYETSOA LEFU MAHLONG A $T$,MOSALI'AE,-1,sesotho,mohoebi o qeta ho thunyetsoa lefu mahlong a t
$T$ O OTLUOE KA LIMPAMA A NTSE A NKILE NGOANA,MOSALI,-1,sesotho,t o otluoe ka limpama a ntse a nkile ngoana
MOSALI O OTLUOE KA LIMPAMA A NTSE A NKILE $T$,NGOANA,0,sesotho,mosali o otluoe ka limpama a ntse a nkile t
MOSALI O OTLUOE KA $T$ A NTSE A NKILE NGOANA,LIMPAMA,-1,sesotho,mosali o otluoe ka t a ntse a nkile ngoana
$T$ O ITAHLETSE KA KOETSENG,MONNA,-1,sesotho,t o itahletse ka koetseng
MONNA O ITAHLETSE KA $T$,KOETSENG,0,sesotho,monna o itahletse ka t
$T$ EA HAE E FUMANOA KA LINAMA TSA BATHO,KOLOI,-1,sesotho,t ea hae e fumanoa ka linama tsa batho
KOLOI EA HAE E FUMANOA KA $T$ TSA BATHO,LINAMA,-1,sesotho,koloi ea hae e fumanoa ka t tsa batho
$T$ O KHAOLOA MENOANA LE BOTOANA A NTSE A PHELA,MOHLANKANA,-1,sesotho,t o khaoloa menoana le botoana a ntse a phela
MOHLANKANA O KHAOLOA $T$ LE BOTOANA A NTSE A PHELA,MENOANA,0,sesotho,mohlankana o khaoloa t le botoana a ntse a phela
MOHLANKANA O KHAOLOA MENOANA LE $T$ A NTSE A PHELA,BOTONA,0,sesotho,mohlankana o khaoloa menoana le t a ntse a phela
$T$ O LEBOHISA SEBAPALI,MOPOLOTIKI,1,sesotho,t o lebohisa sebapali
MOPOLOTIKI O LEBOHISA $T$,SEBAPALI,1,sesotho,mopolotiki o lebohisa t
$T$ SA HAE SE FUMANOE LETAMONG KAJENO,SETOPO,-1,sesotho,t sa hae se fumanoe letamong kajeno
SETOPO SA HAE SE FUMANOE $T$ KAJENO,LETAMONG,0,sesotho,setopo sa hae se fumanoe t kajeno
$T$ O NTSE O HOLA KA THELLO E KHOLO,MOKHA,1,sesotho,t o ntse o hola ka thello e kholo
$T$ SE ILENG SA BOLAOA KA SEHLOHO,LELAPA LA SEBOHOLI,-1,sesotho,t se ileng sa bolaoa ka sehloho
$T$ LI THULANA SA LIPHELEU,LIKOLOI,-1,sesotho,t li thulana sa lipheleu
$T$ O AHLOLOA LILEMO TSE HLANO NTLOANA-TŠOANA,MOSALI,-1,sesotho,t o ahloloa lilemo tse hlano ntloanatšoana
MOSALI O AHLOLOA LILEMO TSE HLANO $T$,NTLOANA-TŠOANA,0,sesotho,mosali o ahloloa lilemo tse hlano t
$T$ O TŠOEROE O BUA LIKAKATA,MOLOI OA MOSETSANA,-1,sesotho,t o tšoeroe o bua likakata
E TSOHA E LE $T$ SE BONOA KE BOHLE MOTSENG,SEBONOANG,-1,sesotho,e tsoha e le t se bonoa ke bohle motseng
E TSOHA E LE SEBONOANG SE BONOA KE BOHLE $T$,MOTSENG,0,sesotho,e tsoha e le sebonoang se bonoa ke bohle t
$T$ BA BOLAHANE KA LITHIPA NTLONG EA MOTHAMAHANE,BANNA,-1,sesotho,t ba bolahane ka lithipa ntlong ea mothamahane
BANNA BA BOLAHANE KA $T$ NTLONG EA MOTHAMAHANE,LITHIPA,-1,sesotho,banna ba bolahane ka t ntlong ea mothamahane
BANNA BA BOLAHANE KA LITHIPA $T$,NTLONG EA MOTHAMAHANE,0,sesotho,banna ba bolahane ka lithipa t
$T$ O UTSOA LIAPARO TSA MONGA HAE LE TSA BANA,NGOANANA,-1,sesotho,t o utsoa liaparo tsa monga hae le tsa bana
NGOANANA O UTSOA $T$ TSA MONGA HAE LE TSA BANA,LIAPARO,0,sesotho,ngoanana o utsoa t tsa monga hae le tsa bana
$T$ TSA PULA,LIKHOHOLA,-1,sesotho,t tsa pula
$T$ EA HO KHAOHA HA BOROKHO BA NAKOANA,TLHOKOMELISO,0,sesotho,t ea ho khaoha ha borokho ba nakoana
TLHOKOMELISO EA HO KHAOHA HA $T$,BOROKHO BA NAKOANA,-1,sesotho,tlhokomeliso ea ho khaoha ha t
$T$ O PHAPHAMETSE KA LETAMONG ESALE A NOELA LABOBELI LA BEKE E FETILENG,NGOANA,-1,sesotho,t o phaphametse ka letamong esale a noela labobeli la beke e fetileng
NGOANA O PHAPHAMETSE KA $T$ ESALE A NOELA LABOBELI LA BEKE E FETILENG,LETAMONG,0,sesotho,ngoana o phaphametse ka t esale a noela labobeli la beke e fetileng
$T$ SE BATLA BABOLAI BA LITHO TSA LELAPA,SEPOLESA,0,sesotho,t se batla babolai ba litho tsa lelapa
SEPOLESA SE BATLA $T$ BA LITHO TSA LELAPA,BABOLAI,-1,sesotho,sepolesa se batla t ba litho tsa lelapa
SEPOLESA SE BATLA BABOLAI BA $T$,LITHO TSA LELAPA,-1,sesotho,sepolesa se batla babolai ba t
$T$ E FETOLA NGOANA LEKHOBA LA THOBALANO,DOCTOR,-1,sesotho,t e fetola ngoana lekhoba la thobalano
DOCTOR E FETOLA $T$ LEKHOBA LA THOBALANO,NGOANA,0,sesotho,doctor e fetola t lekhoba la thobalano
DOCTOR E FETOLA NGOANA $T$ LA THOBALANO,LEKHOBA,-1,sesotho,doctor e fetola ngoana t la thobalano
$T$ BA MO PHUTHILE ESITA LE HO MO FEPA,BASALI,1,sesotho,t ba mo phuthile esita le ho mo fepa
$T$ BA PHOLOSA LESEA LA MOSHANYANA LEFUNG 'MA LONA O BE A LE LAHLETSE KA LETAMONG A LE PHUTHETSE KA POLASETIKE,BANNA,1,sesotho,t ba pholosa lesea la moshanyana lefung ma lona o be a le lahletse ka letamong a le phuthetse ka polasetike
BANNA BA PHOLOSA $T$ LEFUNG 'MA LONA O BE A LE LAHLETSE KA LETAMONG A LE PHUTHETSE KA POLASETIKE,LESEA LA MOSHANYANA,1,sesotho,banna ba pholosa t lefung ma lona o be a le lahletse ka letamong a le phuthetse ka polasetike
BANNA BA PHOLOSA LESEA LA MOSHANYANA LEFUNG 'MA LONA O BE A LE LAHLETSE KA $T$ A LE PHUTHETSE KA POLASETIKE,LETAMONG,0,sesotho,banna ba pholosa lesea la moshanyana lefung ma lona o be a le lahletse ka t a le phuthetse ka polasetike
BANNA BA PHOLOSA LESEA LA MOSHANYANA LEFUNG 'MA LONA O BE A LE LAHLETSE KA LETAMONG A LE PHUTHETSE KA $T$,POLASETIKE,1,sesotho,banna ba pholosa lesea la moshanyana lefung ma lona o be a le lahletse ka letamong a le phuthetse ka t
$T$ E RATHOA KA SABOLE,NYATSI,-1,sesotho,t e rathoa ka sabole
NYATSI E RATHOA KA $T$,SABOLE,0,sesotho,nyatsi e rathoa ka t
